,pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_spectype_short,pl_tsurf_c,pl_hz_status,pl_type,P_HABITABLE,hz_zone_inner,hz_zone_outer,pl_system_class
3796,Kepler-80 b,Kepler-80,7.05246,0.0648,2.67,6.93,0.0049,54.38,547.0,K5,4540.0,0.68,0.73,0.04,4.64,K,458.4400871212872,Too Hot,Neptune-Like,0.0,0.2490827996432139,0.46484506073763904,Mixed-Members
3797,Kepler-80 c,Kepler-80,9.52355,0.0792,2.74,6.74,0.0079,36.48,495.0,K5,4540.0,0.68,0.73,0.04,4.64,K,388.59813254310757,Too Hot,Neptune-Like,0.0,0.2490827996432139,0.46484506073763904,Mixed-Members
3798,Kepler-80 d,Kepler-80,3.07222,0.0372,1.53,6.75,0.0041,164.62,722.0,K5,4540.0,0.68,0.73,0.04,4.64,K,692.4201808910153,Too Hot,Super-Earth,0.0,0.2490827996432139,0.46484506073763904,Mixed-Members
3799,Kepler-80 e,Kepler-80,4.64489,0.0491,1.6,4.13,0.0035,94.78,629.0,K5,4540.0,0.68,0.73,0.04,4.64,K,567.3052010873038,Too Hot,Super-Earth,0.0,0.2490827996432139,0.46484506073763904,Mixed-Members
3800,Kepler-80 f,Kepler-80,0.9867873,0.0175,1.21,1.92,0.186,750.96,1054.0,K5,4540.0,0.68,0.73,0.04,4.64,K,1134.634861834948,Too Hot,Super-Earth,0.0,0.2490827996432139,0.46484506073763904,Mixed-Members
3801,Kepler-800 b,Kepler-800,14.13176026,0.1106,2.85,8.5,0.0,44.87,675.0,nan,5315.0,0.82,0.85,-0.09,4.55,,446.7590573213131,Too Hot,Neptune-Like,0.0,0.4116645881884813,0.7682595938945366,NeptuneLike-GasGiant-Only
3802,Kepler-801 b,Kepler-801,11.41928253,0.0795,2.0,4.66,0.0,14.44,419.0,nan,4435.0,0.63,0.67,-0.17,4.66,,347.8982474065157,Too Hot,Super-Earth,0.0,0.2202170384624752,0.41097499613053345,Terrestrial-SuperEarth-Only
3803,Kepler-802 b,Kepler-802,40.0587473,0.2265,3.54,12.3,0.0,13.51,489.0,nan,5507.0,0.9,0.93,0.06,4.5,,272.9186371217978,Too Hot,Neptune-Like,0.0,0.485060357421038,0.9052327644854552,NeptuneLike-GasGiant-Only
3804,Kepler-803 b,Kepler-803,50.28638192,0.26721,3.79,13.8,0.0,20.88,543.0,nan,5919.0,1.12,1.05,0.02,4.36,,329.65383106079,Too Hot,Neptune-Like,0.0,0.6973291540806456,1.3013745366884284,NeptuneLike-GasGiant-Only
3805,Kepler-804 b,Kepler-804,14.37457351,0.11287,1.94,4.42,0.0,83.43,779.0,nan,5817.0,1.05,1.01,0.0,4.4,,609.4206011389874,Too Hot,Super-Earth,0.0,0.631408678327572,1.1783519610662485,Terrestrial-SuperEarth-Only
3806,Kepler-804 c,Kepler-804,9.65185017,0.08654,1.14,1.55,0.0,141.84,890.0,nan,5817.0,1.05,1.01,0.0,4.4,,734.7797729215227,Too Hot,Super-Earth,0.0,0.631408678327572,1.1783519610662485,Terrestrial-SuperEarth-Only
3807,Kepler-805 b,Kepler-805,30.8638931,0.19852,2.89,8.7,0.0,86.47,743.0,nan,6112.0,1.65,1.19,-0.06,4.08,,603.3828369066536,Too Hot,Neptune-Like,0.0,1.0954025696730447,2.044269916514506,NeptuneLike-GasGiant-Only
3808,Kepler-806 b,Kepler-806,8.09219642,0.07684,1.14,1.55,0.0,413.6,1089.0,nan,5770.0,1.16,0.99,0.0,4.3,,842.0586662431605,Too Hot,Super-Earth,0.0,0.6863296095602509,1.2808468890628466,Terrestrial-SuperEarth-Only
3809,Kepler-808 b,Kepler-808,0.63133235,0.01314,1.46,2.73,0.0,1428.3,1322.0,nan,4653.0,0.71,0.76,0.05,4.62,,1428.262230026493,Too Hot,Super-Earth,0.0,0.2731791653778805,0.5098143505060689,Terrestrial-SuperEarth-Only
3810,Kepler-809 b,Kepler-809,55.63934,0.2901,3.01,9.32,0.0,13.16,478.0,nan,5734.0,0.98,0.99,0.04,4.45,,251.10413914062508,Too Hot,Neptune-Like,0.0,0.5726174425338441,1.068634165969509,NeptuneLike-GasGiant-Only
3811,Kepler-81 b,Kepler-81,5.955,0.0522,2.42,17.2,0.0,39.95,635.0,M0 V,4385.0,0.59,0.64,-0.18,4.7,M,460.18997261795107,Too Hot,Super-Earth,0.0,0.20161104797284948,0.3762519932109313,Mixed-Members
3812,Kepler-81 c,Kepler-81,12.04,0.08347,2.37,4.3,0.0,15.62,502.0,M0 V,4385.0,0.59,0.64,-0.18,4.7,M,306.77976925663415,Too Hot,Neptune-Like,0.0,0.20161104797284948,0.3762519932109313,Mixed-Members
3813,Kepler-81 d,Kepler-81,20.837846,0.128,1.21,1.92,0.0,7.51,418.0,M0 V,4500.0,0.59,0.65,-0.18,4.7,M,207.44421713911396,Too Hot,Super-Earth,0.0,0.21232452404994231,0.3962457721667683,Mixed-Members
3814,Kepler-810 b,Kepler-810,4.59725385,0.055,1.93,4.38,0.0,350.6,1105.0,nan,5803.0,1.04,1.03,0.1,4.42,,982.1077212204474,Too Hot,Super-Earth,0.0,0.6223885587054716,1.161518369748012,Terrestrial-SuperEarth-Only
3815,Kepler-811 b,Kepler-811,23.58447697,0.15911,2.7,7.75,0.0,78.59,730.0,nan,5747.0,1.24,1.01,0.05,4.25,,524.9334554474027,Too Hot,Neptune-Like,0.0,0.7278253861594762,1.3582874302051982,NeptuneLike-GasGiant-Only
3816,Kepler-812 b,Kepler-812,10.11716531,0.1024,3.55,12.3,0.0,421.92,1163.0,nan,6761.0,1.71,1.45,0.02,4.13,,1101.2211141287885,Too Hot,Neptune-Like,0.0,1.3891242801670216,2.5924213205861992,NeptuneLike-GasGiant-Only
3817,Kepler-813 b,Kepler-813,19.12947337,0.1439,2.14,5.22,0.0,56.04,817.0,nan,5743.0,0.93,0.95,-0.13,4.48,,453.1146393289632,Too Hot,Neptune-Like,0.0,0.5451094376387272,1.017297982882769,NeptuneLike-GasGiant-Only
3818,Kepler-814 b,Kepler-814,6.1469851,0.0695,2.12,5.14,0.0,935.12,1164.0,nan,6162.0,1.22,1.15,0.01,4.33,,1011.1137168686824,Too Hot,Neptune-Like,0.0,0.823239762472435,1.5363523211409529,NeptuneLike-GasGiant-Only
3819,Kepler-815 b,Kepler-815,8.57503552,0.09473,4.11,15.8,0.0,979.14,1374.0,nan,5028.0,3.42,1.25,-0.03,3.46,,1229.6789734973286,Too Hot,Neptune-Like,0.0,1.53652547160495,2.8675054126427773,NeptuneLike-GasGiant-Only
3820,Kepler-816 b,Kepler-816,10.50682565,0.0895,10.24,74.5,0.0,50.56,668.0,nan,5286.0,0.85,0.9,0.16,4.54,,537.195285848988,Too Hot,Gas-Giant,0.0,0.42208154478179494,0.7877000001660909,NeptuneLike-GasGiant-Only
3821,Kepler-817 b,Kepler-817,3.99010623,0.0493,9.03,60.2,0.0,550.2,1124.0,nan,5861.0,1.03,1.03,0.02,4.42,,1059.4870399063993,Too Hot,Gas-Giant,0.0,0.6287873377916837,1.1734599444261415,NeptuneLike-GasGiant-Only
3822,Kepler-818 b,Kepler-818,10.03538581,0.0886,5.11,22.9,0.0,100.78,786.0,nan,5638.0,0.92,0.94,-0.08,4.49,,630.5975443451214,Too Hot,Neptune-Like,0.0,0.5197100204389378,0.9698969032102713,NeptuneLike-GasGiant-Only
3823,Kepler-819 b,Kepler-819,33.1995648,0.1894,2.76,8.05,0.0,9.91,485.0,nan,5279.0,0.81,0.86,-0.06,4.55,,269.91171911840604,Too Hot,Neptune-Like,0.0,0.4011543102796249,0.7486450288586931,NeptuneLike-GasGiant-Only
3824,Kepler-82 b,Kepler-82,26.44,0.1683,4.07,12.15,0.0033,19.56,562.0,nan,5401.0,0.9,0.91,0.211,4.49,,348.1457459625266,Too Hot,Neptune-Like,0.0,0.46656696335070297,0.8707198920503306,Mixed-Members
3825,Kepler-82 c,Kepler-82,51.54,0.2626,5.34,13.9,0.007,8.04,450.0,nan,5401.0,0.9,0.91,0.211,4.49,,224.2354504404849,Too Hot,Neptune-Like,0.0,0.46656696335070297,0.8707198920503306,Mixed-Members
3826,Kepler-82 d,Kepler-82,2.382961,0.034,1.77,3.78,0.0,484.35,1253.0,nan,5428.0,0.95,0.95,0.211,4.47,,1154.1234563257085,Too Hot,Super-Earth,0.0,0.4974236194857571,0.9283054186937013,Mixed-Members
3827,Kepler-82 e,Kepler-82,5.902206,0.063,2.47,6.66,0.0,144.34,926.0,nan,5428.0,0.95,0.95,0.211,4.47,,775.3691647731574,Too Hot,Neptune-Like,0.0,0.4974236194857571,0.9283054186937013,Mixed-Members
3828,Kepler-82 f,Kepler-82,75.732,0.3395,4.84,20.9,0.0014,,,nan,5401.0,0.9,0.91,0.211,4.49,,164.29207067764958,Too Hot,Neptune-Like,0.0,0.46656696335070297,0.8707198920503306,Mixed-Members
3829,Kepler-820 b,Kepler-820,127.8338098,0.56004,6.09,30.8,0.0,16.23,554.0,nan,6260.0,1.36,1.23,0.09,4.25,,212.11533653492222,Too Hot,Neptune-Like,0.0,0.9471324030447329,1.7675641194436438,NeptuneLike-GasGiant-Only
3830,Kepler-821 b,Kepler-821,1.92279873,0.029,1.31,2.27,0.0,496.82,1215.0,nan,5191.0,0.8,0.84,-0.03,4.56,,1083.1071146004128,Too Hot,Super-Earth,0.0,0.38310265767036206,0.714956546291502,Terrestrial-SuperEarth-Only
3831,Kepler-822 b,Kepler-822,3.22296927,0.04078,1.77,3.78,0.0,535.19,1239.0,nan,5928.0,1.08,1.06,0.04,4.4,,1244.3946150399383,Too Hot,Super-Earth,0.0,0.674470975579792,1.2587159854404053,Terrestrial-SuperEarth-Only
3832,Kepler-823 b,Kepler-823,4.16809082,0.0507,1.57,3.09,0.0,803.35,1277.0,nan,5643.0,0.96,0.98,0.06,4.47,,948.3309357085672,Too Hot,Super-Earth,0.0,0.5432684115431904,1.0138622101661252,Terrestrial-SuperEarth-Only
3833,Kepler-824 b,Kepler-824,4.51436633,0.055,1.87,4.16,0.0,454.6,1231.0,nan,6035.0,1.22,1.15,0.14,4.32,,1140.7570208462298,Too Hot,Super-Earth,0.0,0.7896551999496003,1.4736759017810603,Terrestrial-SuperEarth-Only
3834,Kepler-825 b,Kepler-825,3.77360059,0.0453,1.53,2.96,0.0,734.46,1270.0,nan,5976.0,1.08,1.03,-0.08,4.39,,1178.3544496642357,Too Hot,Super-Earth,0.0,0.6854378035523068,1.2791825765590417,Terrestrial-SuperEarth-Only
3835,Kepler-825 c,Kepler-825,8.1818246,0.0759,1.84,4.04,0.0,261.63,981.0,nan,5976.0,1.08,1.03,-0.08,4.39,,848.2139356570723,Too Hot,Super-Earth,0.0,0.6854378035523068,1.2791825765590417,Terrestrial-SuperEarth-Only
3836,Kepler-826 b,Kepler-826,4.48758907,0.05202,1.25,2.1,0.0,827.22,1305.0,nan,6079.0,1.15,1.05,-0.12,4.34,,1148.6578104197238,Too Hot,Super-Earth,0.0,0.7552404584008908,1.409450179858893,Terrestrial-SuperEarth-Only
3837,Kepler-827 b,Kepler-827,51.92927591,0.2742,5.63,27.0,0.0,23.6,574.0,nan,5602.0,0.91,0.93,-0.06,4.5,,234.51249680103018,Too Hot,Neptune-Like,0.0,0.5075171486492684,0.9471422359439903,NeptuneLike-GasGiant-Only
3838,Kepler-828 b,Kepler-828,0.56785714,0.01228,1.51,2.89,0.0,1835.16,1848.0,nan,5039.0,0.77,0.81,-0.02,4.58,,1711.7358856680653,Too Hot,Super-Earth,0.0,0.3474581971664715,0.6484358895796576,Terrestrial-SuperEarth-Only
3839,Kepler-829 b,Kepler-829,6.88337562,0.0678,2.11,5.1,0.0,247.47,857.0,nan,5698.0,0.97,0.98,0.03,4.46,,798.9578380087086,Too Hot,Neptune-Like,0.0,0.5596799437067513,1.0444898555767907,NeptuneLike-GasGiant-Only
3840,Kepler-830 b,Kepler-830,11.29695137,0.1033,1.7,3.53,0.0,160.18,907.0,nan,6037.0,1.11,1.07,-0.02,4.38,,711.2633857311662,Too Hot,Super-Earth,0.0,0.7189330525793656,1.341692316656343,Terrestrial-SuperEarth-Only
3841,Kepler-831 b,Kepler-831,5.62153941,0.05984,1.27,2.15,0.0,266.25,992.0,nan,5732.0,0.97,0.99,0.02,4.46,,874.8483461688942,Too Hot,Super-Earth,0.0,0.5663790983282371,1.0569919992068446,Terrestrial-SuperEarth-Only
3842,Kepler-832 b,Kepler-832,7.1396941,0.075,2.06,4.9,0.0,256.83,965.0,nan,5596.0,0.9,0.92,-0.08,4.5,,691.1525935446638,Too Hot,Super-Earth,0.0,0.5008654111277694,0.9347285833890122,Terrestrial-SuperEarth-Only
3843,Kepler-833 b,Kepler-833,18.7546998,0.1139,2.02,4.74,0.0,8.31,382.0,nan,4339.0,0.62,0.64,-0.18,4.67,,230.43019169478242,Too Hot,Super-Earth,0.0,0.20744076712312495,0.3871315728381672,Terrestrial-SuperEarth-Only
3844,Kepler-834 b,Kepler-834,13.32388301,0.0862,2.02,4.74,0.0,11.85,378.0,nan,4554.0,0.66,0.7,-0.13,4.64,,353.6895167312812,Too Hot,Super-Earth,0.0,0.24325014518081134,0.45396000315148366,Terrestrial-SuperEarth-Only
3845,Kepler-835 b,Kepler-835,11.41909375,0.107,2.79,8.2,0.0,170.33,921.0,nan,5954.0,1.11,1.08,0.08,4.38,,680.795221409329,Too Hot,Neptune-Like,0.0,0.6993003722962061,1.3050532774623875,NeptuneLike-GasGiant-Only
3846,Kepler-836 b,Kepler-836,11.36112327,0.1013,2.73,7.9,0.0,135.8,869.0,nan,5895.0,1.04,1.03,-0.01,4.41,,666.445141362086,Too Hot,Neptune-Like,0.0,0.6422795260186274,1.1986394311864519,NeptuneLike-GasGiant-Only
3847,Kepler-837 b,Kepler-837,16.56059504,0.1144,2.56,7.08,0.0,55.97,701.0,nan,5403.0,0.81,0.85,-0.18,4.56,,442.0203003207065,Too Hot,Neptune-Like,0.0,0.42022131164720355,0.7842283827534315,NeptuneLike-GasGiant-Only
3848,Kepler-838 b,Kepler-838,15.74957994,0.1266,2.73,7.9,0.0,61.09,777.0,nan,5770.0,0.96,0.98,-0.06,4.46,,517.2366256281082,Too Hot,Neptune-Like,0.0,0.5679969182567594,1.0600112185347697,NeptuneLike-GasGiant-Only
3849,Kepler-839 b,Kepler-839,37.8144514,0.2316,2.57,7.13,0.0,46.3,626.0,nan,6058.0,1.31,1.22,0.29,4.29,,443.55534820081607,Too Hot,Neptune-Like,0.0,0.8543836988866808,1.5944739780149972,NeptuneLike-GasGiant-Only
3850,Kepler-84 b,Kepler-84,8.726,0.0827,2.23,40.0,0.0,222.19,985.0,nan,6039.0,1.43,1.0,-0.07,4.13,,976.0307973284044,Too Hot,Super-Earth,0.0,0.9268068110295674,1.7296319496256083,Mixed-Members
3851,Kepler-84 c,Kepler-84,12.883,0.1072,2.36,20.2,0.0,132.23,865.0,nan,6039.0,1.43,1.0,-0.07,4.13,,824.0370212414101,Too Hot,Super-Earth,0.0,0.9268068110295674,1.7296319496256083,Mixed-Members
3852,Kepler-84 d,Kepler-84,4.224537,0.052,1.38,2.48,0.0,584.24,1254.0,nan,6031.0,1.17,1.06,-0.07,4.32,,1149.9178052340903,Too Hot,Super-Earth,0.0,0.7562887474497739,1.4114065252480432,Mixed-Members
3853,Kepler-84 e,Kepler-84,27.434389,0.181,2.6,7.27,0.0,48.29,672.0,nan,6031.0,1.17,1.06,-0.07,4.32,,489.61011909958825,Too Hot,Neptune-Like,0.0,0.7562887474497739,1.4114065252480432,Mixed-Members
3854,Kepler-84 f,Kepler-84,44.552169,0.25,2.2,5.48,0.0,25.3,572.0,nan,6031.0,1.17,1.06,-0.07,4.32,,375.86877591107054,Too Hot,Neptune-Like,0.0,0.7562887474497739,1.4114065252480432,Mixed-Members
3855,Kepler-841 b,Kepler-841,124.4198398,0.479,5.23,23.8,0.0,1.65,416.0,nan,5324.0,0.81,0.85,-0.09,4.56,,71.24576751690012,In HZ,Neptune-Like,0.0,0.40802261277335844,0.761462840824984,NeptuneLike-GasGiant-Only
3856,Kepler-842 b,Kepler-842,1.21956827,0.0204,1.6,3.19,0.0,588.95,1252.0,nan,4848.0,0.73,0.78,-0.02,4.6,,1169.4766922723825,Too Hot,Super-Earth,0.0,0.3049096731920733,0.5690306827989937,Terrestrial-SuperEarth-Only
3857,Kepler-843 b,Kepler-843,2.05387982,0.0313,2.59,7.22,0.0,890.33,1523.0,nan,5830.0,1.03,1.02,0.05,4.42,,1390.4924917313206,Too Hot,Neptune-Like,0.0,0.6221533647997922,1.1610794445170156,NeptuneLike-GasGiant-Only
3858,Kepler-844 b,Kepler-844,2.61302086,0.0298,1.68,3.46,0.0,89.65,713.0,nan,4128.0,0.57,0.59,-0.24,4.7,,624.9278607953019,Too Hot,Super-Earth,0.0,0.1726145311390754,0.3221379088659551,Terrestrial-SuperEarth-Only
3859,Kepler-845 b,Kepler-845,0.92785982,0.01668,2.04,4.82,0.0,772.5,1361.0,nan,4913.0,0.75,0.79,0.01,4.59,,1365.6440506607178,Too Hot,Super-Earth,0.0,0.3217198901222625,0.6004023645093313,Terrestrial-SuperEarth-Only
3860,Kepler-846 b,Kepler-846,19.80792185,0.1399,2.48,6.71,0.0,35.28,624.0,nan,5579.0,0.91,0.94,0.0,4.5,,434.6543156461926,Too Hot,Neptune-Like,0.0,0.5033583011467606,0.9393808821986858,NeptuneLike-GasGiant-Only
3861,Kepler-847 b,Kepler-847,2.34323189,0.0315,1.18,1.76,0.0,292.31,1054.0,nan,4940.0,0.77,0.83,0.15,4.58,,941.8101696854598,Too Hot,Super-Earth,0.0,0.33393946193186713,0.6232068600753036,Terrestrial-SuperEarth-Only
3862,Kepler-848 b,Kepler-848,6.91134416,0.07586,1.7,3.53,0.0,794.78,1086.0,nan,5695.0,1.2,1.01,0.15,4.28,,853.5879916848199,Too Hot,Super-Earth,0.0,0.6916586663276716,1.2907921190035505,Terrestrial-SuperEarth-Only
3863,Kepler-849 b,Kepler-849,394.62508,1.137,8.082,298.7587,0.078,2.86,363.0,nan,5950.0,1.82,1.26,0.145,4.02,,101.32034719216807,Too Hot,Gas-Giant,0.0,1.1450605157626372,2.1369429192235954,NeptuneLike-GasGiant-Only
3864,Kepler-85 b,Kepler-85,8.3,0.07885,1.778,1.84,0.02,107.03,809.0,nan,5505.2,0.88,0.93,0.12,4.51,,641.7183311445142,Too Hot,Terrestrial,0.0,0.47397124500996496,0.884537962838632,Mixed-Members
3865,Kepler-85 c,Kepler-85,12.51,0.10363,1.978,2.15,0.027,61.93,706.0,nan,5505.2,0.88,0.93,0.12,4.51,,524.8753625898671,Too Hot,Neptune-Like,0.0,0.47397124500996496,0.884537962838632,Mixed-Members
3866,Kepler-85 d,Kepler-85,17.91323,0.13,1.2,1.87,0.0,38.39,626.0,nan,5436.0,0.89,0.95,0.12,4.49,,434.38476053004763,Too Hot,Super-Earth,0.0,0.4673820432106125,0.8722410161405062,Mixed-Members
3867,Kepler-85 e,Kepler-85,25.216751,0.163,1.27,0.6,0.0,24.32,559.0,nan,5436.0,0.89,0.95,0.12,4.49,,358.7169719852195,Too Hot,Super-Earth,0.0,0.4673820432106125,0.8722410161405062,Mixed-Members
3868,Kepler-850 b,Kepler-850,7.19303878,0.0744,1.78,3.82,0.0,329.28,995.0,nan,5932.0,1.09,1.06,0.03,4.39,,856.3153954029366,Too Hot,Super-Earth,0.0,0.6816350323182163,1.2720857419810856,Terrestrial-SuperEarth-Only
3869,Kepler-851 b,Kepler-851,8.50699658,0.0802,1.68,3.46,0.0,103.83,900.0,nan,5455.0,0.85,0.89,-0.07,4.53,,610.2594478422035,Too Hot,Super-Earth,0.0,0.4495019246475957,0.8388726550520365,Terrestrial-SuperEarth-Only
3870,Kepler-852 b,Kepler-852,44.9309804,0.27967,2.54,6.99,0.0,92.13,565.0,nan,6100.0,1.16,1.19,0.22,4.38,,344.8392127865387,Too Hot,Neptune-Like,0.0,0.7670802114485951,1.4315458473737201,NeptuneLike-GasGiant-Only
3871,Kepler-853 b,Kepler-853,7.16892463,0.079,1.69,3.5,0.0,499.3,1187.0,nan,6350.0,1.55,1.3,0.07,4.17,,1126.0217718457093,Too Hot,Super-Earth,0.0,1.110714058385092,2.072844631069387,Terrestrial-SuperEarth-Only
3872,Kepler-855 b,Kepler-855,7.8866311,0.0762,8.35,52.7,0.0,405.18,996.0,nan,5835.0,1.03,1.03,0.06,4.42,,794.0037455878188,Too Hot,Gas-Giant,0.0,0.6232209808450877,1.1630718584698487,NeptuneLike-GasGiant-Only
3873,Kepler-856 b,Kepler-856,8.02768059,0.0787,9.3,63.3,0.0,153.5,824.0,nan,5535.0,0.93,0.96,0.12,4.49,,673.3415461370508,Too Hot,Gas-Giant,0.0,0.5063389294316892,0.9449434113581804,NeptuneLike-GasGiant-Only
3874,Kepler-857 b,Kepler-857,85.35129427,0.3751,6.8,37.2,0.0,5.75,390.0,nan,5773.0,0.99,0.99,0.02,4.45,,193.39187314147188,Too Hot,Neptune-Like,0.0,0.5863560757780953,1.0942735750897854,NeptuneLike-GasGiant-Only
3875,Kepler-858 b,Kepler-858,76.13602028,0.33939,4.87,21.1,0.0,6.34,399.0,nan,5653.0,0.91,0.96,-0.04,4.5,,187.31345378833697,Too Hot,Neptune-Like,0.0,0.5167999741750129,0.9644660961282845,NeptuneLike-GasGiant-Only
3876,Kepler-859 b,Kepler-859,20.38177573,0.13157,3.09,9.75,0.0,14.9,528.0,nan,5020.0,0.77,0.81,-0.02,4.59,,330.9594763925485,Too Hot,Neptune-Like,0.0,0.34484289270713436,0.6435551376289432,NeptuneLike-GasGiant-Only
3877,Kepler-860 b,Kepler-860,5.10137945,0.058,3.24,10.6,0.0,233.62,1050.0,nan,5836.0,1.06,1.04,0.09,4.4,,967.9284226493788,Too Hot,Neptune-Like,0.0,0.6415929036064845,1.197358037861286,NeptuneLike-GasGiant-Only
3878,Kepler-861 b,Kepler-861,3.94963138,0.0463,2.28,5.82,0.0,197.29,966.0,nan,5047.0,0.78,0.82,0.01,4.58,,757.3194396368832,Too Hot,Neptune-Like,0.0,0.353089117295837,0.6589444650946791,NeptuneLike-GasGiant-Only
3879,Kepler-862 b,Kepler-862,3.14866453,0.039,2.21,5.52,0.0,547.29,1097.0,nan,5333.0,0.84,0.88,0.04,4.54,,958.0367392165598,Too Hot,Neptune-Like,0.0,0.4245663532291342,0.7923372169280645,NeptuneLike-GasGiant-Only
3880,Kepler-863 b,Kepler-863,15.59461874,0.122,2.9,8.75,0.0,117.83,718.0,nan,5678.0,0.95,0.96,-0.03,4.46,,515.0243213336881,Too Hot,Neptune-Like,0.0,0.5442989564996453,1.0157854410498408,NeptuneLike-GasGiant-Only
3881,Kepler-864 b,Kepler-864,5.83376092,0.0687,2.4,6.35,0.0,464.77,1143.0,nan,5754.0,1.0,1.0,0.04,4.44,,818.8848419940326,Too Hot,Neptune-Like,0.0,0.5883866835488513,1.0980631502586988,Mixed-Members
3882,Kepler-864 c,Kepler-864,2.42150341,0.0382,1.62,3.26,0.0,1305.04,1532.0,nan,6213.0,1.2,1.27,0.36,4.39,,1459.0789845282716,Too Hot,Super-Earth,0.0,0.8232032442537298,1.5362841698530423,Mixed-Members
3883,Kepler-865 b,Kepler-865,14.16399294,0.1057,2.49,6.76,0.0,46.36,694.0,nan,5570.0,0.92,0.93,-0.01,4.49,,544.2913850042071,Too Hot,Neptune-Like,0.0,0.5072491614229998,0.946642110930741,Mixed-Members
3884,Kepler-865 c,Kepler-865,6.20920207,0.061,0.89,0.64,0.0,164.98,914.0,nan,5440.0,0.89,0.78,-0.24,4.44,,760.5011484379635,Too Hot,Terrestrial,0.0,0.46807012856938207,0.873525139656253,Mixed-Members
3885,Kepler-866 b,Kepler-866,2.61703254,0.0331,1.63,3.29,0.0,196.13,996.0,nan,4751.0,0.71,0.75,-0.07,4.62,,821.4242166708144,Too Hot,Super-Earth,0.0,0.2848075707987172,0.5315155953606852,Terrestrial-SuperEarth-Only
3886,Kepler-867 b,Kepler-867,150.242127,0.5375,4.64,19.4,0.0,2.72,327.0,nan,5541.0,0.91,0.92,-0.02,4.49,,85.4948657628857,In HZ,Neptune-Like,0.0,0.4965246485580923,0.9266277348228348,NeptuneLike-GasGiant-Only
3887,Kepler-868 b,Kepler-868,5.03251791,0.0575,2.05,4.86,0.0,417.03,1047.0,nan,5614.0,0.89,0.93,-0.08,4.51,,825.5484080637522,Too Hot,Super-Earth,0.0,0.49849171340562487,0.9302987244689921,Terrestrial-SuperEarth-Only
3888,Kepler-869 b,Kepler-869,40.4287755,0.2244,3.61,12.7,0.0,17.23,494.0,nan,5664.0,0.95,0.97,0.02,4.47,,306.5704584935645,Too Hot,Neptune-Like,0.0,0.5416181565667222,1.010782459674049,NeptuneLike-GasGiant-Only
3889,Kepler-87 b,Kepler-87,114.73635,0.481,13.49,324.2,0.036,9.2,478.0,nan,5600.0,1.82,1.1,-0.17,3.96,,268.72134916544076,Too Hot,Gas-Giant,0.0,1.0143096610215747,1.8929321360596552,NeptuneLike-GasGiant-Only
3890,Kepler-87 c,Kepler-87,191.2318,0.676,6.14,6.4,0.039,4.66,403.0,nan,5600.0,1.82,1.1,-0.17,3.96,,183.9333261165483,Too Hot,Neptune-Like,0.0,1.0143096610215747,1.8929321360596552,NeptuneLike-GasGiant-Only
3891,Kepler-870 b,Kepler-870,21.3587621,0.1539,2.78,8.15,0.0,54.87,691.0,nan,5857.0,1.02,1.01,-0.01,4.43,,476.91863614408123,Too Hot,Neptune-Like,0.0,0.6218329627834217,1.1604815016041627,NeptuneLike-GasGiant-Only
3892,Kepler-871 b,Kepler-871,22.0459018,0.1572,3.74,13.5,0.0,79.72,640.0,nan,5993.0,1.14,1.11,0.09,4.37,,529.664926300596,Too Hot,Neptune-Like,0.0,0.7276399356379596,1.3579413374237548,NeptuneLike-GasGiant-Only
3893,Kepler-872 b,Kepler-872,2.57885507,0.0362,1.99,4.62,0.0,553.06,1230.0,nan,5902.0,1.08,1.05,0.04,4.4,,1330.4712538915196,Too Hot,Super-Earth,0.0,0.6685675381011676,1.2476988306740275,Terrestrial-SuperEarth-Only
3894,Kepler-873 b,Kepler-873,20.5533844,0.1542,3.75,13.5,0.0,68.02,749.0,nan,6163.0,1.27,1.18,0.07,4.29,,606.6761125037226,Too Hot,Neptune-Like,0.0,0.8572572692279763,1.599836712743155,NeptuneLike-GasGiant-Only
3895,Kepler-874 b,Kepler-874,40.0686727,0.2234,3.94,14.7,0.0,31.62,560.0,nan,6020.0,1.13,1.09,0.03,4.37,,400.35237973797075,Too Hot,Neptune-Like,0.0,0.7277706649892336,1.3581853080765667,NeptuneLike-GasGiant-Only
3896,Kepler-875 b,Kepler-875,27.5073799,0.1771,2.9,8.75,0.0,41.43,569.0,nan,5958.0,1.11,1.06,0.03,4.38,,468.83942157434296,Too Hot,Neptune-Like,0.0,0.7002402920453875,1.3068073811320209,NeptuneLike-GasGiant-Only
3897,Kepler-876 b,Kepler-876,5.14438011,0.0549,1.43,2.63,0.0,152.75,923.0,nan,5060.0,0.77,0.81,-0.03,4.58,,669.5092059558214,Too Hot,Super-Earth,0.0,0.3503602914126913,0.653851856391026,Terrestrial-SuperEarth-Only
3898,Kepler-877 b,Kepler-877,18.45847097,0.1301,2.12,5.14,0.0,37.81,632.0,nan,5261.0,0.81,0.85,-0.06,4.56,,379.8559958237463,Too Hot,Neptune-Like,0.0,0.3984233130794381,0.7435483679844233,NeptuneLike-GasGiant-Only
