,key_0,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,placeholder1,placeholder2,raw_data_calc_orb_sma,placeholder3,raw_data_tsurf_k,raw_data_tsurf_c,pl_tsurf_k,pl_tsurf_c,P_HABITABLE
2861,kepler-253 d,Kepler-253 d,Kepler-253,1,3,Transit,2014,Kepler,0,18.119869,6.6e-05,-6.6e-05,0.0,0.13,,,0.0,3.17,1.3,-1.3,0.0,0.283,0.116,-0.116,0.0,10.2,,,0.0,0.032,,,0.0,M-R relationship,0.0,,,0.0,24.08,1.61,-1.49,0.0,563.0,,,0.0,0,,5208.0,200.0,-200.0,0.0,0.79,0.32,-0.32,0.0,0.85,0.04,-0.04,0.0,0.03,0.145,-0.172,0.0,[Fe/H],4.59,0.3,-0.3,0.0,19h27m22.06s,291.8419337,+44d51m29.25s,44.858124,838.595,20.317,-19.394,15.778,0.115,-0.115,13.534,0.048,-0.048,15.5122,0.000387,-0.000387,,,0.127894,,638.6426001,365.4926001,638.6425510199929,365.4925510199929,0
2862,kepler-254 b,Kepler-254 b,Kepler-254,1,3,Transit,2014,Kepler,0,5.826662,1e-05,-1e-05,0.0,0.064,,,0.0,3.87,1.85,-1.85,0.0,0.345,0.165,-0.165,0.0,14.3,,,0.0,0.0449,,,0.0,M-R relationship,0.0,,,0.0,184.34,23.61,-20.45,0.0,1013.0,,,0.0,0,,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.52,0.3,-0.3,0.0,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.254,0.068,-0.068,15.8379,0.000587,-0.000587,,,0.061855933,,1117.386316,844.2363163,1117.3862304480313,844.2362304480313,0
2863,kepler-254 c,Kepler-254 c,Kepler-254,1,3,Transit,2014,Kepler,0,12.412183,8.2e-05,-8.2e-05,0.0,0.105,,,0.0,2.15,1.03,-1.03,0.0,0.192,0.092,-0.092,0.0,3.2,3.7,-2.7,0.0,0.01,0.012,-0.008,0.0,Mass,0.0,,,0.0,67.22,8.61,-7.46,0.0,787.0,,,0.0,0,,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.52,0.3,-0.3,0.0,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.254,0.068,-0.068,15.8379,0.000587,-0.000587,,,0.10240793,,872.3659101,599.2159101,872.3658430447363,599.2158430447363,0
2864,kepler-254 d,Kepler-254 d,Kepler-254,1,3,Transit,2014,Kepler,0,18.746477,0.000121,-0.000121,0.0,0.139,,,0.0,2.5,1.19,-1.19,0.0,0.223,0.106,-0.106,0.0,6.8,,,0.0,0.0214,,,0.0,M-R relationship,0.0,,,0.0,38.84,4.97,-4.31,0.0,686.0,,,0.0,0,,5957.0,200.0,-200.0,0.0,0.91,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.52,0.3,-0.3,0.0,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.48,75.41,-68.16,16.012,0.218,-0.218,14.254,0.068,-0.068,15.8379,0.000587,-0.000587,,,0.134807664,,758.203763,485.053763,758.2037046742824,485.05370467428247,0
2865,kepler-255 b,Kepler-255 b,Kepler-255,1,3,Transit,2014,Kepler,0,5.714606,5.2e-05,-5.2e-05,0.0,0.063,,,0.0,1.55,0.62,-0.62,0.0,0.138,0.055,-0.055,0.0,3.02,,,0.0,0.00951,,,0.0,M-R relationship,0.0,,,0.0,174.4,12.94,-11.93,0.0,971.0,,,0.0,0,,5573.0,200.0,-200.0,0.0,0.93,0.37,-0.37,0.0,0.87,0.06,-0.03,0.0,0.339,0.015,-0.015,0.0,[M/H],4.52,0.3,-0.3,0.0,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53,31.055,-31.055,15.699,0.172,-0.172,13.689,0.043,-0.043,15.5283,0.000449,-0.000449,,,0.059717888,,1065.136536,791.986536,1065.1364540906316,791.9864540906316,0
2866,kepler-255 c,Kepler-255 c,Kepler-255,1,3,Transit,2014,Kepler,0,9.946047,3.5e-05,-3.5e-05,0.0,0.092,,,0.0,2.99,1.18,-1.18,0.0,0.267,0.105,-0.105,0.0,9.22,,,0.0,0.029,,,0.0,M-R relationship,0.0,,,0.0,83.26,6.18,-5.7,0.0,807.0,,,0.0,0,,5573.0,200.0,-200.0,0.0,0.93,0.37,-0.37,0.0,0.87,0.06,-0.03,0.0,0.339,0.015,-0.015,0.0,[M/H],4.52,0.3,-0.3,0.0,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53,31.055,-31.055,15.699,0.172,-0.172,13.689,0.043,-0.043,15.5283,0.000449,-0.000449,,,0.086406666,,881.4174475,608.2674475,881.417379710115,608.267379710115,0
2867,kepler-255 d,Kepler-255 d,Kepler-255,1,3,Transit,2016,Kepler,0,1.04562266,2.67e-06,-2.67e-06,0.0,0.0192,,,0.0,1.32,0.14,-0.1,0.0,0.118,0.012,-0.009,0.0,2.3,,,0.0,0.00724,,,0.0,M-R relationship,0.0,,,0.0,1686.09,125.14,-115.36,0.0,1710.0,,,0.0,0,,5431.0,93.33,-139.79,0.0,0.86,0.07,-0.06,0.0,0.9,0.04,-0.05,0.0,0.02,0.145,-0.181,0.0,[Fe/H],4.53,0.04,-0.08,0.0,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.53,31.055,-31.055,15.699,0.172,-0.172,13.689,0.043,-0.043,15.5283,0.000449,-0.000449,,,0.019465758,,1808.104193,1534.954193,1808.1040544518673,1534.9540544518673,0
2868,kepler-256 b,Kepler-256 b,Kepler-256,1,4,Transit,2014,Kepler,0,1.620493,9e-06,-9e-06,0.0,0.027,,,0.0,1.59,0.39,-0.39,0.0,0.142,0.035,-0.035,0.0,3.15,,,0.0,0.00993,,,0.0,M-R relationship,0.0,,,0.0,1225.93,76.58,-71.57,0.0,1681.0,,,0.0,0,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.093,-0.08,0.0,[Fe/H],4.22,0.19,-0.19,0.0,19h30m19.30s,292.58042,+46d05m50.49s,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334,,,0.026727757,,1916.046571,1642.896571,1916.0464238578716,1642.8964238578715,0
2869,kepler-256 c,Kepler-256 c,Kepler-256,1,4,Transit,2014,Kepler,0,3.38802,1.6e-05,-1.6e-05,0.0,0.045,,,0.0,2.15,0.53,-0.53,0.0,0.192,0.047,-0.047,0.0,5.27,,,0.0,0.0166,,,0.0,M-R relationship,0.0,,,0.0,457.07,28.55,-26.68,0.0,1315.0,,,0.0,0,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.093,-0.08,0.0,[Fe/H],4.22,0.19,-0.19,0.0,19h30m19.30s,292.58042,+46d05m50.49s,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334,,,0.04370137,,1484.163292,1211.013292,1484.1631780323628,1211.0131780323627,0
2870,kepler-256 d,Kepler-256 d,Kepler-256,1,4,Transit,2014,Kepler,0,5.839172,3.1e-05,-3.1e-05,0.0,0.064,,,0.0,2.48,0.63,-0.63,0.0,0.221,0.056,-0.056,0.0,6.71,,,0.0,0.0211,,,0.0,M-R relationship,0.0,,,0.0,221.1,13.81,-12.91,0.0,1097.0,,,0.0,0,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.093,-0.08,0.0,[Fe/H],4.22,0.19,-0.19,0.0,19h30m19.30s,292.58042,+46d05m50.49s,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334,,,0.062820094,,1244.508754,971.3587541,1244.5086584184323,971.3586584184324,0
2871,kepler-256 e,Kepler-256 e,Kepler-256,1,4,Transit,2014,Kepler,0,10.681572,6.6e-05,-6.6e-05,0.0,0.096,,,0.0,2.35,0.58,-0.58,0.0,0.21,0.052,-0.052,0.0,6.12,,,0.0,0.0193,,,0.0,M-R relationship,0.0,,,0.0,98.9,6.18,-5.77,0.0,897.0,,,0.0,0,,5551.0,111.0,-111.0,0.0,1.3,0.32,-0.32,0.0,0.97,0.05,-0.04,0.0,0.12,0.093,-0.08,0.0,[Fe/H],4.22,0.19,-0.19,0.0,19h30m19.30s,292.58042,+46d05m50.49s,46.0973588,1026.43,24.19,-23.11,15.178,0.103,-0.103,13.424,0.043,-0.043,15.0151,0.000334,-0.000334,,,0.09396249,,1016.137143,742.9871426,1016.1370645336012,742.9870645336013,0
2872,kepler-257 b,Kepler-257 b,Kepler-257,1,3,Transit,2014,Kepler,0,2.382667,6e-06,-6e-06,0.0,0.034,,,0.0,2.61,1.31,-1.31,0.0,0.233,0.117,-0.117,0.0,7.32,,,0.0,0.023,,,0.0,M-R relationship,0.0,,,0.0,553.53,581.85,-206.16,0.0,1237.0,,,0.0,0,,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,0.85,0.04,-0.04,0.0,0.04,0.152,-0.152,0.0,[Fe/H],4.36,0.3,-0.3,0.0,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.256,17.54,-16.799,15.652,0.15,-0.15,13.372,,,15.4215,0.000727,-0.000727,,,0.033071638,,1425.121888,1151.971888,1425.1217781589269,1151.971778158927,0
2873,kepler-257 c,Kepler-257 c,Kepler-257,1,3,Transit,2014,Kepler,0,6.581484,8e-06,-8e-06,0.0,0.066,,,0.0,5.41,2.72,-2.72,0.0,0.483,0.243,-0.243,0.0,25.2,,,0.0,0.0794,,,0.0,M-R relationship,0.0,,,0.0,142.63,149.93,-53.12,0.0,881.0,,,0.0,0,,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,0.85,0.04,-0.04,0.0,0.04,0.152,-0.152,0.0,[Fe/H],4.36,0.3,-0.3,0.0,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.256,17.54,-16.799,15.652,0.15,-0.15,13.372,,,15.4215,0.000727,-0.000727,,,0.06510725,,1022.867785,749.7177854,1022.8677067798109,749.7177067798109,0
2874,kepler-257 d,Kepler-257 d,Kepler-257,1,3,Transit,2014,Kepler,0,24.664551,5.1e-05,-5.1e-05,0.0,0.16,,,0.0,4.95,2.48,-2.48,0.0,0.442,0.221,-0.221,0.0,21.7,,,0.0,0.0683,,,0.0,M-R relationship,0.0,,,0.0,24.53,25.78,-9.14,0.0,567.0,,,0.0,0,,5180.0,200.0,-200.0,0.0,1.04,0.52,-0.52,0.0,0.85,0.04,-0.04,0.0,0.04,0.152,-0.152,0.0,[Fe/H],4.36,0.3,-0.3,0.0,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.256,17.54,-16.799,15.652,0.15,-0.15,13.372,,,15.4215,0.000727,-0.000727,,,0.157082912,,656.94873,383.79873,656.9486795396259,383.79867953962594,0
2875,kepler-258 b,Kepler-258 b,Kepler-258,1,2,Transit,2014,Kepler,0,13.19722,1.9e-05,-1.9e-05,0.0,0.103,,,0.0,4.06,2.71,-2.71,0.0,0.362,0.242,-0.242,0.0,15.5,,,0.0,0.0488,,,0.0,M-R relationship,0.0,,,0.0,27.79,1.07,-1.02,0.0,642.0,,,0.0,0,,4942.0,200.0,-200.0,0.0,0.92,0.61,-0.61,0.0,0.82,0.03,-0.04,0.0,0.303,0.014,-0.014,0.0,[M/H],4.44,0.3,-0.3,0.0,19h36m16.42s,294.0684116,+46d34m44.89s,46.5791357,575.988,8.1805,-8.1805,15.49,0.149,-0.149,12.956,0.027,-0.027,15.2012,0.000506,-0.000506,,,0.102297907,,734.7220634,461.5720634,734.7220069635744,461.5720069635744,0
2876,kepler-258 c,Kepler-258 c,Kepler-258,1,2,Transit,2014,Kepler,0,33.653079,0.000189,-0.000189,0.0,0.193,,,0.0,3.61,2.43,-2.43,0.0,0.322,0.217,-0.217,0.0,12.7,,,0.0,0.0399,,,0.0,M-R relationship,0.0,,,0.0,7.99,0.31,-0.29,0.0,470.0,,,0.0,0,,4942.0,200.0,-200.0,0.0,0.92,0.61,-0.61,0.0,0.82,0.03,-0.04,0.0,0.303,0.014,-0.014,0.0,[M/H],4.44,0.3,-0.3,0.0,19h36m16.42s,294.0684116,+46d34m44.89s,46.5791357,575.988,8.1805,-8.1805,15.49,0.149,-0.149,12.956,0.027,-0.027,15.2012,0.000506,-0.000506,,,0.190939147,,536.7388602,263.5888602,536.7388189452444,263.5888189452444,0
2877,kepler-259 b,Kepler-259 b,Kepler-259,1,2,Transit,2014,Kepler,0,8.115317,2.2e-05,-2.2e-05,0.0,0.079,,,0.0,2.8,1.37,-1.37,0.0,0.25,0.122,-0.122,0.0,8.25,,,0.0,0.0259,,,0.0,M-R relationship,0.0,,,0.0,113.45,6.74,-6.3,0.0,879.0,,,0.0,0,,5938.0,200.0,-200.0,0.0,0.9,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,-0.03,0.138,-0.177,0.0,[Fe/H],4.53,0.3,-0.3,0.0,19h12m50.87s,288.2119707,+46d36m54.17s,46.6150461,1002.14,26.33,-25.046,15.378,0.035,-0.035,13.555,0.029,-0.029,15.1689,0.000387,-0.000387,,,0.077144529,,996.9949114,723.8449114,996.994834741712,723.844834741712,0
2878,kepler-259 c,Kepler-259 c,Kepler-259,1,2,Transit,2014,Kepler,0,36.924931,0.000181,-0.000181,0.0,0.217,,,0.0,2.7,1.31,-1.31,0.0,0.241,0.117,-0.117,0.0,7.75,,,0.0,0.0244,,,0.0,M-R relationship,0.0,,,0.0,15.05,0.89,-0.84,0.0,530.0,,,0.0,0,,5938.0,200.0,-200.0,0.0,0.9,0.43,-0.43,0.0,0.93,0.04,-0.05,0.0,-0.03,0.138,-0.177,0.0,[Fe/H],4.53,0.3,-0.3,0.0,19h12m50.87s,288.2119707,+46d36m54.17s,46.6150461,1002.14,26.33,-25.046,15.378,0.035,-0.035,13.555,0.029,-0.029,15.1689,0.000387,-0.000387,,,0.211826977,,601.5567723,328.4067723,601.5567260472413,328.40672604724136,0
2879,kepler-26 b,Kepler-26 b,Kepler-26,1,4,Transit,2011,Kepler,0,12.28,0.0003,-0.0003,0.0,0.08551,0.00393,-0.00393,0.0,2.78,0.11,-0.11,0.0,0.248,0.01,-0.01,0.0,5.12,0.65,-0.61,0.0,0.01611,0.00205,-0.00192,0.0,Mass,0.0,,,0.0,7.6,1.1,-1.1,0.0,431.0,,,0.0,1,M0 V,3914.0,119.0,-119.0,0.0,0.51,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.13,0.13,-0.13,0.0,[Fe/H],4.68,0.02,-0.01,0.0,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,,,0.084827628,,475.4912128,202.3412128,475.49117629551495,202.34117629551497,0
2880,kepler-26 c,Kepler-26 c,Kepler-26,1,4,Transit,2011,Kepler,0,17.2559,0.0006,-0.0006,0.0,0.10725,0.00493,-0.00493,0.0,2.72,0.12,-0.12,0.0,0.243,0.011,-0.011,0.0,6.2,0.65,-0.65,0.0,0.01951,0.00205,-0.00205,0.0,Mass,0.0,,,0.0,4.82,0.72,-0.72,0.0,385.0,,,0.0,1,M0 V,3914.0,119.0,-119.0,0.0,0.51,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.13,0.13,-0.13,0.0,[Fe/H],4.68,0.02,-0.01,0.0,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,,,0.106421691,,424.5729275,151.4229275,424.5728948416576,151.42289484165764,0
2881,kepler-26 d,Kepler-26 d,Kepler-26,1,4,Transit,2014,Kepler,0,3.543919,1.5e-05,-1.5e-05,0.0,0.039,,,0.0,1.07,0.06,-0.06,0.0,0.095,0.005,-0.005,0.0,1.24,,,0.0,0.0039,,,0.0,M-R relationship,0.0,,,0.0,31.79,2.07,-1.7,0.0,652.0,,,0.0,0,M0 V,4486.0,116.0,-116.0,0.0,0.57,0.03,-0.03,0.0,0.62,0.02,-0.03,0.0,-0.05,0.08,-0.111,0.0,[Fe/H],4.73,0.2,-0.2,0.0,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,,,0.038790637,,853.1186437,579.9686437,853.1185780845116,579.9685780845116,0
2882,kepler-26 e,Kepler-26 e,Kepler-26,1,4,Transit,2014,Kepler,0,46.827915,0.000173,-0.000173,0.0,0.22,,,0.0,2.41,0.15,-0.15,0.0,0.215,0.013,-0.013,0.0,6.39,,,0.0,0.0201,,,0.0,M-R relationship,0.0,,,0.0,1.75,0.18,-0.17,0.0,276.0,,,0.0,0,M0 V,4486.0,116.0,-116.0,0.0,0.57,0.03,-0.03,0.0,0.62,0.02,-0.03,0.0,-0.05,0.08,-0.111,0.0,[Fe/H],4.73,0.2,-0.2,0.0,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.307,3.0565,-3.0565,15.853,0.035,-0.035,12.63,0.026,-0.026,15.4089,0.000469,-0.000469,,,0.216807484,,359.1950938,86.04509378,359.19506616527394,86.04506616527397,0
2883,kepler-260 b,Kepler-260 b,Kepler-260,1,2,Transit,2014,Kepler,0,8.187399,2.2e-05,-2.2e-05,0.0,0.075,,,0.0,2.01,0.55,-0.55,0.0,0.179,0.049,-0.049,0.0,4.7,,,0.0,0.0148,,,0.0,M-R relationship,0.0,,,0.0,132.13,4.49,-4.31,0.0,782.0,,,0.0,0,,5250.0,257.0,-257.0,0.0,0.86,0.23,-0.23,0.0,0.92,0.03,-0.03,0.0,0.03,0.101,-0.099,0.0,[Fe/H],4.49,0.2,-0.2,0.0,19h27m42.23s,291.9259658,+38d00m50.59s,38.0140525,627.365,7.2615,-7.2615,14.253,0.069,-0.069,12.494,0.026,-0.026,14.1176,0.000531,-0.000531,,,0.077321524,,884.347468,611.197468,884.3473999757924,611.1973999757925,0
2884,kepler-260 c,Kepler-260 c,Kepler-260,1,2,Transit,2014,Kepler,0,76.050178,0.001026,-0.001026,0.0,0.332,,,0.0,1.74,0.54,-0.54,0.0,0.155,0.048,-0.048,0.0,3.68,,,0.0,0.0116,,,0.0,M-R relationship,0.0,,,0.0,6.78,0.23,-0.22,0.0,372.0,,,0.0,0,,5250.0,257.0,-257.0,0.0,0.86,0.23,-0.23,0.0,0.92,0.03,-0.03,0.0,0.03,0.101,-0.099,0.0,[Fe/H],4.49,0.2,-0.2,0.0,19h27m42.23s,291.9259658,+38d00m50.59s,38.0140525,627.365,7.2615,-7.2615,14.253,0.069,-0.069,12.494,0.026,-0.026,14.1176,0.000531,-0.000531,,,0.341667175,,420.3243273,147.1743273,420.3242949396974,147.1742949396974,0
2885,kepler-261 b,Kepler-261 b,Kepler-261,1,2,Transit,2014,Kepler,0,10.381227,1.6e-05,-1.6e-05,0.0,0.088,,,0.0,2.18,0.14,-0.14,0.0,0.194,0.012,-0.012,0.0,5.39,,,0.0,0.017,,,0.0,M-R relationship,0.0,,,0.0,45.78,1.03,-1.01,0.0,672.0,,,0.0,0,,5098.0,100.0,-100.0,0.0,0.79,0.05,-0.05,0.0,0.88,0.03,-0.03,0.0,0.162,0.013,-0.013,0.0,[M/H],4.56,0.15,-0.15,0.0,19h25m27.54s,291.3647333,+37d36m33.26s,37.609239,317.499,1.756,-1.737,13.738,0.103,-0.103,11.585,0.021,-0.021,13.5287,0.000336,-0.000336,,,0.089248414,,759.8311258,486.6811258,759.831067390226,486.6810673902261,0
2886,kepler-261 c,Kepler-261 c,Kepler-261,1,2,Transit,2014,Kepler,0,24.570858,6.9e-05,-6.9e-05,0.0,0.156,,,0.0,2.0,0.14,-0.14,0.0,0.178,0.012,-0.012,0.0,4.66,,,0.0,0.0147,,,0.0,M-R relationship,0.0,,,0.0,14.51,0.33,-0.32,0.0,505.0,,,0.0,0,,5098.0,100.0,-100.0,0.0,0.79,0.05,-0.05,0.0,0.88,0.03,-0.03,0.0,0.162,0.013,-0.013,0.0,[M/H],4.56,0.15,-0.15,0.0,19h25m27.54s,291.3647333,+37d36m33.26s,37.609239,317.499,1.756,-1.737,13.738,0.103,-0.103,11.585,0.021,-0.021,13.5287,0.000336,-0.000336,,,0.158506933,,570.6845524,297.5345524,570.684508498575,297.53450849857506,0
2887,kepler-262 b,Kepler-262 b,Kepler-262,1,2,Transit,2014,Kepler,0,13.060855,0.000164,-0.000164,0.0,0.108,,,0.0,1.36,0.59,-0.59,0.0,0.121,0.053,-0.053,0.0,2.42,,,0.0,0.00761,,,0.0,M-R relationship,0.0,,,0.0,50.17,1.76,-1.69,0.0,734.0,,,0.0,0,,5841.0,200.0,-200.0,0.0,0.88,0.36,-0.36,0.0,0.99,0.08,-0.08,0.0,-0.338,0.013,-0.013,0.0,[M/H],4.54,0.3,-0.3,0.0,19h22m54.89s,290.7287168,+37d15m09.57s,37.2526575,613.129,7.599,-7.599,14.478,0.126,-0.126,12.732,0.025,-0.025,14.2241,0.000285,-0.000285,,,0.108176592,,829.3955558,556.2455558,829.395492055233,556.2454920552331,0
2888,kepler-262 c,Kepler-262 c,Kepler-262,1,2,Transit,2014,Kepler,0,21.853722,0.000187,-0.000187,0.0,0.152,,,0.0,1.64,0.68,-0.68,0.0,0.146,0.061,-0.061,0.0,3.33,,,0.0,0.0105,,,0.0,M-R relationship,0.0,,,0.0,25.26,0.88,-0.85,0.0,618.0,,,0.0,0,,5841.0,200.0,-200.0,0.0,0.88,0.36,-0.36,0.0,0.99,0.08,-0.08,0.0,-0.338,0.013,-0.013,0.0,[M/H],4.54,0.3,-0.3,0.0,19h22m54.89s,290.7287168,+37d15m09.57s,37.2526575,613.129,7.599,-7.599,14.478,0.126,-0.126,12.732,0.025,-0.025,14.2241,0.000285,-0.000285,,,0.152464652,,699.1200988,425.9700988,699.120045043874,425.97004504387405,0
2889,kepler-263 b,Kepler-263 b,Kepler-263,1,2,Transit,2014,Kepler,0,16.568087,6.5e-05,-6.5e-05,0.0,0.12,,,0.0,2.67,1.45,-1.45,0.0,0.238,0.129,-0.129,0.0,7.61,,,0.0,0.0239,,,0.0,M-R relationship,0.0,,,0.0,24.31,1.53,-1.43,0.0,548.0,,,0.0,0,,5265.0,200.0,-200.0,0.0,0.79,0.43,-0.43,0.0,0.8,0.04,-0.04,0.0,-0.031,0.014,-0.014,0.0,[M/H],4.58,0.3,-0.3,0.0,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,754.747,16.038,-16.038,15.435,0.137,-0.137,13.548,0.048,-0.048,15.4167,0.00046,-0.00046,,,0.118073399,,671.9954577,398.8454577,671.9954060757382,398.8454060757382,0
2890,kepler-263 c,Kepler-263 c,Kepler-263,1,2,Transit,2014,Kepler,0,47.332773,0.000456,-0.000456,0.0,0.242,,,0.0,2.47,1.35,-1.35,0.0,0.22,0.12,-0.12,0.0,6.66,,,0.0,0.021,,,0.0,M-R relationship,0.0,,,0.0,5.99,0.38,-0.35,0.0,386.0,,,0.0,0,,5265.0,200.0,-200.0,0.0,0.79,0.43,-0.43,0.0,0.8,0.04,-0.04,0.0,-0.031,0.014,-0.014,0.0,[M/H],4.58,0.3,-0.3,0.0,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,754.747,16.038,-16.038,15.435,0.137,-0.137,13.548,0.048,-0.048,15.4167,0.00046,-0.00046,,,0.237726969,,473.2049485,200.0549485,473.20491208349534,200.05491208349537,0
2891,kepler-264 b,Kepler-264 b,Kepler-264,1,2,Transit,2014,Kepler,0,40.806231,0.000538,-0.000538,0.0,0.249,,,0.0,3.33,0.74,-0.74,0.0,0.297,0.066,-0.066,0.0,11.1,,,0.0,0.0348,,,0.0,M-R relationship,0.0,,,0.0,79.48,3.43,-3.27,0.0,772.0,,,0.0,0,,6158.0,100.0,-100.0,0.0,1.55,0.31,-0.31,0.0,1.46,0.13,-0.12,0.0,0.047,0.012,-0.012,0.0,[M/H],4.15,0.15,-0.15,0.0,19h28m10.71s,292.044628,+37d22m34.27s,37.3761861,942.173,18.079,-17.423,13.15,0.114,-0.114,11.591,0.02,-0.02,13.0135,0.000268,-0.000268,,,0.263153469,,764.2771923,491.1271923,764.2771335219074,491.12713352190747,0
2892,kepler-264 c,Kepler-264 c,Kepler-264,1,2,Transit,2014,Kepler,0,140.101261,0.003678,-0.003678,0.0,0.566,,,0.0,2.83,0.58,-0.58,0.0,0.252,0.052,-0.052,0.0,8.4,,,0.0,0.0264,,,0.0,M-R relationship,0.0,,,0.0,15.35,0.66,-0.63,0.0,511.0,,,0.0,0,,6158.0,100.0,-100.0,0.0,1.55,0.31,-0.31,0.0,1.46,0.13,-0.12,0.0,0.047,0.012,-0.012,0.0,[M/H],4.15,0.15,-0.15,0.0,19h28m10.71s,292.044628,+37d22m34.27s,37.3761861,942.173,18.079,-17.423,13.15,0.114,-0.114,11.591,0.02,-0.02,13.0135,0.000268,-0.000268,,,0.598897921,,506.9234214,233.7734214,506.9233824456377,233.7733824456377,0
2893,kepler-265 b,Kepler-265 b,Kepler-265,1,4,Transit,2014,Kepler,0,6.846262,6.3e-05,-6.3e-05,0.0,0.069,,,0.0,1.86,0.45,-0.45,0.0,0.166,0.04,-0.04,0.0,4.12,,,0.0,0.013,,,0.0,M-R relationship,0.0,,,0.0,220.33,19.94,-17.98,0.0,1022.0,,,0.0,0,,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,[Fe/H],4.33,0.15,-0.15,0.0,19h22m02.51s,290.5104788,+41d14m41.07s,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383,,,0.070089268,,1158.931312,885.7813124,1158.9312233540857,885.7812233540857,0
